"s","A1","A2","A3","A4","B1","B2","B3","B4"
0.7382742735936013,0.40606418027332725,0,0,0.9138445609068048,-0.3748014218770796,0.2533705143155987,0,-0.8918112337453304
0.7435102613495843,0.40380307445838776,0,0,0.9148459307762995,-0.37284878824940965,0.25326060568200676,0,-0.8926605439418335
0.7487462491055674,0.40146297920949736,0,0,0.9158752515076684,-0.37089199202815476,0.25315376931652334,0,-0.8935056235582538
0.7539822368615503,0.39904181153617874,0,0,0.9169327307092516,-0.36893098424462617,0.2530499738717492,0,-0.894346487435266
0.7592182246175333,0.3965373955801091,0,0,0.9180185694780602,-0.36696571605505407,0.25294918784002485,0,-0.895183149758346
0.7644542123735164,0.3939474587472206,0,0,0.9191329608639911,-0.364996138749119,0.2528513795438566,0,-0.8960156240607653
0.7696902001294993,0.391269627651785,0,0,0.9202760881807337,-0.3630222037587627,0.2527565171262352,0,-0.896843923226526
0.7749261878854823,0.38850142386541753,0,0,0.9214481231488528,-0.36104386266728666,0.2526645685408445,0,-0.8976680594932375
0.7801621756414653,0.3856402594639364,0,0,0.9226492238551918,-0.3590610672187515,0.2525755015421617,0,-0.8984880444549369
0.7853981633974483,0.38268343236508984,0,0,0.9238795325112867,-0.35707376932768337,0.252489283675446,0,-0.8993038890648591
0.7906341511534312,0.3796281214503108,0,0,0.9251391729918845,-0.35508192108910025,0.252405882266617,0,-0.9001156036381573
0.7958701389094143,0.3764713814638995,0,0,0.9264282481329371,-0.3530854747888679,0.25232526441202263,0,-0.9009231978545801
0.8011061266653973,0.3732101376833809,0,0,0.9277468367665566,-0.3510843829143948,0.2522473969680932,0,-0.9017266807611052
0.8063421144213802,0.3698411803552616,0,0,0.9290949904683734,-0.3490785981656793,0.25217224654088616,0,-0.9025260607745388
0.8115781021773633,0.36636115889103577,0,0,0.9304727299905232,-0.34706807346671714,0.2520997794755172,0,-0.90332134568408
0.8168140899333463,0.36276657581909794,0,0,0.9318800413510779,-0.3450527619772822,0.2520299618454799,0,-0.9041125426538529
0.8220500776893291,0.3590537804892251,0,0,0.9333168715481337,-0.3430326171050912,0.2519627594418539,0,-0.9048996582254181
0.8272860654453121,0.3552189625275518,0,0,0.9347831238639525,-0.34100759251836393,0.2518981377624015,0,-0.9056826983202582
0.8325220532012952,0.3512581450414969,0,0,0.9362786527215105,-0.3389776421587907,0.25183606200055314,0,-0.9064616682422487
0.8377580409572781,0.3471671775759593,0,0,0.9378032580525312,-0.33694272025491867,0.2517764970342834,0,-0.9072365726801148
0.8429940287132611,0.34294172882435353,0,0,0.9393566791325666,-0.3349027813359688,0.2517194074148773,0,-0.9080074157098803
0.8482300164692442,0.33857727910073315,0,0,0.9409385878349046,-0.3328577802460973,0.2516647573555888,0,-0.9087742007973121
0.8534660042252271,0.3340691125824459,0,0,0.9425485812510552,-0.3308076721591119,0.25161251072019225,0,-0.9095369308003665
0.8587019919812101,0.32941230933653853,0,0,0.9441861736212666,-0.32875241259365623,0.2515626310114292,0,-0.9102956079716403
0.8639379797371932,0.32460173714757895,0,0,0.9458507875139578,-0.32669195742887625,0.25151508135935147,0,-0.9110502339608328
0.8691739674931761,0.3196320431697806,0,0,0.9475417441881449,-0.3246262629205814,0.2514698245095638,0,-0.9118008098172247
0.8744099552491591,0.3144976454324114,0,0,0.9492582530678726,-0.32255528571791114,0.25142682281136736,0,-0.9125473359921763
0.8796459430051422,0.3091927242345846,0,0,0.950999400252385,-0.32047898288052457,0.2513860382058074,0,-0.9132898123416535
0.8848819307611251,0.303711213473766,0,0,0.9527641359803026,-0.31839731189632414,0.25134743221362854,0,-0.9140282381287848
0.890117918517108,0.29804679196190365,0,0,0.9545512609604669,-0.31631023069972586,0.2513109659231401,0,-0.9147626120264561
